figure_id,Collection,Compartment,OMEROFigurelink,image,Flybase_ID,FlyBase link,Gene,Is RNA in MB neuropil?,Is protein in MB neuropil?_x,Is RNA in MB neuropil?,Is protein expressed in MB neuropil?,Is RNA in OL neuropil?_y,Is protein in OL neuropil?_y,Is RNA in NMJ axon?,Is protein in NMJ axon?,"Cell-specific transcription, CB?_x","Intercellular protein:RNA discordance, CB?_x","Cell-specific transcription, CB?_y","Intercellular protein:RNA discordance, CB?_y",Revise figure?,RNA expressed in CB?_x,Punctate CB?_x,RNA expressed in CB?_y,Protein expressedin CB?_y,Protein expressed in CB?_x,"Data interpretable, MB?_x","Data interpretable, CB?_y",Punctate in CB?_y,neurite_RNA_enrich,brain_RNAseq,brain_Syp_RIP_seq,CNS_Imp_RIP_seq,goAnnotation_x,goAnnotation_y
2138048,CPTI002487,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138048,2138048.png,FBgn0003716,http://flybase.org/reports/FBgn0003716,tkv,no,no,no,no,no,no,no,no,no,no,no,no,no,both,no,no,no,both,yes,yes,no,,1066.666667,737,477,"BMP signaling pathway;R8 cell fate specification;SMAD protein signal transduction;amnioserosa formation;anterior Malpighian tubule development;anterior/posterior pattern specification, imaginal disc;cell elongation involved in imaginal disc-derived wing morphogenesis;cell migration;cellular response to growth factor stimulus;compound eye morphogenesis;dorsal closure;dorsal closure, amnioserosa morphology change;dorsal/ventral pattern formation;genital disc development;germ cell migration;germ-line stem cell division;germ-line stem cell population maintenance;heart development;histoblast morphogenesis;imaginal disc-derived wing morphogenesis;negative regulation of salivary gland boundary specification;neuromuscular synaptic transmission;open tracheal system development;ovarian follicle cell development;positive regulation of growth;positive regulation of muscle organ development;positive regulation of synaptic growth at neuromuscular junction;protein phosphorylation;regulation of cell differentiation;regulation of cell-cell adhesion;regulation of imaginal disc growth;spectrosome organization;transforming growth factor beta receptor signaling pathway involved in endodermal cell fate specification;wing disc anterior/posterior pattern formation;wing disc pattern formation","BMP signaling pathway;R8 cell fate specification;SMAD protein signal transduction;amnioserosa formation;anterior Malpighian tubule development;anterior/posterior pattern specification, imaginal disc;cell elongation involved in imaginal disc-derived wing morphogenesis;cell migration;cellular response to growth factor stimulus;compound eye morphogenesis;dorsal closure;dorsal closure, amnioserosa morphology change;dorsal/ventral pattern formation;genital disc development;germ cell migration;germ-line stem cell division;germ-line stem cell population maintenance;heart development;histoblast morphogenesis;imaginal disc-derived wing morphogenesis;negative regulation of salivary gland boundary specification;neuromuscular synaptic transmission;open tracheal system development;ovarian follicle cell development;positive regulation of growth;positive regulation of muscle organ development;positive regulation of synaptic growth at neuromuscular junction;protein phosphorylation;regulation of cell differentiation;regulation of cell-cell adhesion;regulation of imaginal disc growth;spectrosome organization;transforming growth factor beta receptor signaling pathway involved in endodermal cell fate specification;wing disc anterior/posterior pattern formation;wing disc pattern formation"
2138845,CPTI002562,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138845,2138845.png,FBgn0026250,http://flybase.org/reports/FBgn0026250,eIF1A,no,no,no,no,no,yes,no,no,no,no,no,no,no,both,no,both,both,both,no,yes,no,,4776.333333,14794.66667,14012,translation;translational initiation,translation;translational initiation
2138308,CPTI002578,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138308,2138308.png,FBgn0010415,http://flybase.org/reports/FBgn0010415,Sdc,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,both,yes,both,both,progeny,yes,yes,yes,,5768.333333,13179,26904,"axon guidance;cell migration;epithelial cell migration, open tracheal system;glial cell development;motor neuron axon guidance;positive regulation of synaptic growth at neuromuscular junction","axon guidance;cell migration;epithelial cell migration, open tracheal system;glial cell development;motor neuron axon guidance;positive regulation of synaptic growth at neuromuscular junction"
2137774,CPTI002636,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137774,2137774.png,FBgn0037110,http://flybase.org/reports/FBgn0037110,ORMDL,no,no,no,no,no,no,no,no,,,no,no,no,,,no,no,,yes,,no,,158.6666667,87,145,cellular sphingolipid homeostasis;ceramide metabolic process;negative regulation of ceramide biosynthetic process,cellular sphingolipid homeostasis;ceramide metabolic process;negative regulation of ceramide biosynthetic process
2138345,CPTI002645,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138345,2138345.png,FBgn0005671,http://flybase.org/reports/FBgn0005671,Vha55,no,yes,no,no,no,no,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,2816,2696.666667,3589,ATP metabolic process;proton transmembrane transport;vacuolar acidification,ATP metabolic process;proton transmembrane transport;vacuolar acidification
2138457,CPTI002646,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138457,2138457.png,FBgn0039882,http://flybase.org/reports/FBgn0039882,CG11576,no,no,no,no,no,yes,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,1,327.6666667,193.3333333,273,riboflavin transport,riboflavin transport
2137765,CPTI002750,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137765,2137765.png,FBgn0028341,http://flybase.org/reports/FBgn0028341,Ptpmeg2,no,yes,no,no,no,yes,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,4577.666667,8068.666667,6949,border follicle cell migration;peptidyl-tyrosine phosphorylation;protein dephosphorylation,border follicle cell migration;peptidyl-tyrosine phosphorylation;protein dephosphorylation
2138736,CPTI002772,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138736,2138736.png,FBgn0039348,http://flybase.org/reports/FBgn0039348,Npl4,no,no,no,no,no,no,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,1,2013,1418,1457,cellular response to virus;ubiquitin-dependent protein catabolic process,cellular response to virus;ubiquitin-dependent protein catabolic process
2138772,CPTI002786,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138772,2138772.png,FBgn0000261,http://flybase.org/reports/FBgn0000261,Cat,no,no,no,no,no,no,no,no,no,no,no,no,yes,both,no,both,both,both,yes,yes,no,1,1165,2067,758,aging;determination of adult lifespan;heart morphogenesis;hydrogen peroxide catabolic process;intestinal stem cell homeostasis;oxidation-reduction process;paracrine signaling;reactive oxygen species metabolic process;regulation of hemocyte proliferation;regulation of synaptic plasticity;response to endoplasmic reticulum stress;response to hydrogen peroxide,aging;determination of adult lifespan;heart morphogenesis;hydrogen peroxide catabolic process;intestinal stem cell homeostasis;oxidation-reduction process;paracrine signaling;reactive oxygen species metabolic process;regulation of hemocyte proliferation;regulation of synaptic plasticity;response to endoplasmic reticulum stress;response to hydrogen peroxide
2138173,CPTI002789,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138173,2138173.png,FBgn0027356,http://flybase.org/reports/FBgn0027356,Amph,no,no,no,no,no,no,yes,yes,no,no,no,no,no,both,no,progeny,progeny,both,yes,yes,no,,575,435.3333333,294,exocytosis;protein localization;regulation of muscle contraction;rhabdomere development;rhabdomere membrane biogenesis;synaptic vesicle endocytosis,exocytosis;protein localization;regulation of muscle contraction;rhabdomere development;rhabdomere membrane biogenesis;synaptic vesicle endocytosis
2138876,CPTI002793,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138876,2138876.png,FBgn0030478,http://flybase.org/reports/FBgn0030478,CG1640,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,1159.333333,697,611,biosynthetic process,biosynthetic process
2139235,CPTI002796,MB,https://omero1.bioch.ox.ac.uk/figure/file/2139235,2139235.png,FBgn0052423,http://flybase.org/reports/FBgn0052423,shep,no,no,,,yes,no,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,39174.66667,95337.66667,36992,adult locomotory behavior;female courtship behavior;gravitaxis;metamorphosis;neuron remodeling;response to endoplasmic reticulum stress;response to gravity,adult locomotory behavior;female courtship behavior;gravitaxis;metamorphosis;neuron remodeling;response to endoplasmic reticulum stress;response to gravity
2138799,CPTI002805,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138799,2138799.png,FBgn0001987,http://flybase.org/reports/FBgn0001987,Gli,no,no,no,no,no,no,no,no,no,no,no,no,no,both,no,no,no,both,yes,yes,no,,556.3333333,326,130,"cell adhesion involved in heart morphogenesis;chemical synaptic transmission;establishment of blood-nerve barrier;maintenance of imaginal disc-derived wing hair orientation;modulation of chemical synaptic transmission;neuron cell-cell adhesion;positive regulation of border follicle cell migration;postsynaptic membrane assembly;presynaptic membrane assembly;regulation of tube size, open tracheal system;septate junction assembly;spermatid differentiation;synaptic target recognition;synaptic vesicle endocytosis","cell adhesion involved in heart morphogenesis;chemical synaptic transmission;establishment of blood-nerve barrier;maintenance of imaginal disc-derived wing hair orientation;modulation of chemical synaptic transmission;neuron cell-cell adhesion;positive regulation of border follicle cell migration;postsynaptic membrane assembly;presynaptic membrane assembly;regulation of tube size, open tracheal system;septate junction assembly;spermatid differentiation;synaptic target recognition;synaptic vesicle endocytosis"
2138468,CPTI002807,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138468,2138468.png,FBgn0030521,http://flybase.org/reports/FBgn0030521,CtsB1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,1398,646.6666667,1432,proteolysis;proteolysis involved in cellular protein catabolic process;regulation of catalytic activity,proteolysis;proteolysis involved in cellular protein catabolic process;regulation of catalytic activity
2138826,CPTI002818,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138826,2138826.png,FBgn0036239,http://flybase.org/reports/FBgn0036239,Pop2,no,no,no,no,no,no,no,no,no,no,no,no,yes,both,no,both,both,both,yes,yes,no,,1298.333333,1302.333333,1283,exonucleolytic catabolism of deadenylated mRNA;mRNA catabolic process;negative regulation of translation;nuclear-transcribed mRNA poly(A) tail shortening,exonucleolytic catabolism of deadenylated mRNA;mRNA catabolic process;negative regulation of translation;nuclear-transcribed mRNA poly(A) tail shortening
2138387,CPTI002828,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138387,2138387.png,FBgn0003435,http://flybase.org/reports/FBgn0003435,sm,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,progeny,no,progeny,progeny,progeny,yes,yes,no,,13571.33333,39312,19438,adult feeding behavior;axon guidance;determination of adult lifespan;mRNA processing,adult feeding behavior;axon guidance;determination of adult lifespan;mRNA processing
2138838,CPTI002889,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138838,2138838.png,FBgn0082582,http://flybase.org/reports/FBgn0082582,tmod,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,3280,2252.666667,3869,pointed-end actin filament capping,pointed-end actin filament capping
2138648,CPTI002907,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138648,2138648.png,FBgn0265434,http://flybase.org/reports/FBgn0265434,zip,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,both,no,both,both,both,yes,yes,yes,,18811.33333,13656.33333,2864,"Malpighian tubule morphogenesis;anterior midgut development;border follicle cell migration;cellular response to mechanical stimulus;compartment boundary maintenance;cuticle pattern formation;dorsal closure;dorsal closure, amnioserosa morphology change;dorsal closure, leading edge cell differentiation;dorsal closure, spreading of leading edge cells;establishment of neuroblast polarity;establishment of planar polarity;eye-antennal disc morphogenesis;head involution;imaginal disc-derived wing hair organization;left/right axis specification;maintenance of protein location in cell;mitotic cytokinesis;morphogenesis of an epithelial fold;muscle attachment;muscle contraction;myofibril assembly;myosin II filament assembly;ommatidial rotation;ovarian follicle cell migration;positive regulation of border follicle cell migration;regulation of myoblast fusion;regulation of tube length, open tracheal system;salivary gland morphogenesis;sarcomere organization;spiracle morphogenesis, open tracheal system;wound healing","Malpighian tubule morphogenesis;anterior midgut development;border follicle cell migration;cellular response to mechanical stimulus;compartment boundary maintenance;cuticle pattern formation;dorsal closure;dorsal closure, amnioserosa morphology change;dorsal closure, leading edge cell differentiation;dorsal closure, spreading of leading edge cells;establishment of neuroblast polarity;establishment of planar polarity;eye-antennal disc morphogenesis;head involution;imaginal disc-derived wing hair organization;left/right axis specification;maintenance of protein location in cell;mitotic cytokinesis;morphogenesis of an epithelial fold;muscle attachment;muscle contraction;myofibril assembly;myosin II filament assembly;ommatidial rotation;ovarian follicle cell migration;positive regulation of border follicle cell migration;regulation of myoblast fusion;regulation of tube length, open tracheal system;salivary gland morphogenesis;sarcomere organization;spiracle morphogenesis, open tracheal system;wound healing"
2138677,CPTI002927,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138677,2138677.png,FBgn0004924,http://flybase.org/reports/FBgn0004924,Top1,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,both,yes,progeny,progeny,progeny,yes,yes,no,,7780.333333,10160,7005,DNA replication;DNA topological change;chromatin remodeling;chromosome condensation;chromosome segregation;instar larval development;multicellular organism development;oogenesis;regulation of embryonic development,DNA replication;DNA topological change;chromatin remodeling;chromosome condensation;chromosome segregation;instar larval development;multicellular organism development;oogenesis;regulation of embryonic development
2138863,CPTI002939,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138863,2138863.png,FBgn0031883,http://flybase.org/reports/FBgn0031883,Caper,no,no,yes,no,yes,no,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,5435.333333,6007.333333,4802,"mRNA splicing, via spliceosome;regulation of alternative mRNA splicing, via spliceosome","mRNA splicing, via spliceosome;regulation of alternative mRNA splicing, via spliceosome"
2138450,CPTI003049,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138450,2138450.png,FBgn0036816,http://flybase.org/reports/FBgn0036816,Indy,no,no,no,no,no,no,no,no,yes,no,yes,no,no,both,no,progeny,progeny,both,yes,yes,no,,724.3333333,310,149,anion transmembrane transport;citrate transport;determination of adult lifespan;pyruvate transport;regulation of sequestering of triglyceride;sodium ion transport;succinate transport,anion transmembrane transport;citrate transport;determination of adult lifespan;pyruvate transport;regulation of sequestering of triglyceride;sodium ion transport;succinate transport
2138400,CPTI003091,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138400,2138400.png,FBgn0004227,http://flybase.org/reports/FBgn0004227,nonA,no,no,no,no,no,no,no,no,no,no,no,no,yes,both,no,both,both,both,yes,yes,yes,,5834.666667,6106.666667,2331,"mRNA splicing, via spliceosome;male courtship behavior, veined wing generated song production;phototaxis;regulation of transcription, DNA-templated;visual behavior;visual perception","mRNA splicing, via spliceosome;male courtship behavior, veined wing generated song production;phototaxis;regulation of transcription, DNA-templated;visual behavior;visual perception"
2138255,CPTI003173,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138255,2138255.png,FBgn0260462,http://flybase.org/reports/FBgn0260462,CG12163,no,no,yes,yes,no,no,,,yes,no,yes,no,no,both,no,both,both,both,yes,yes,no,,2809.333333,1016.666667,2424,proteolysis involved in cellular protein catabolic process,proteolysis involved in cellular protein catabolic process
2138415,CPTI003231,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138415,2138415.png,FBgn0035533,http://flybase.org/reports/FBgn0035533,Cip4,no,no,no,yes,no,yes,no,no,no,no,no,no,no,both,no,no,no,both,yes,yes,no,,4279.666667,2857.333333,1649,cellular protein localization;cellularization;germarium-derived female germ-line cyst encapsulation;imaginal disc-derived wing hair organization;mesoderm development;negative regulation of actin filament polymerization;negative regulation of actin nucleation;negative regulation of synaptic growth at neuromuscular junction;plasma membrane organization;plasma membrane tubulation;protein localization;regulation of adherens junction organization;regulation of synaptic growth at neuromuscular junction,cellular protein localization;cellularization;germarium-derived female germ-line cyst encapsulation;imaginal disc-derived wing hair organization;mesoderm development;negative regulation of actin filament polymerization;negative regulation of actin nucleation;negative regulation of synaptic growth at neuromuscular junction;plasma membrane organization;plasma membrane tubulation;protein localization;regulation of adherens junction organization;regulation of synaptic growth at neuromuscular junction
2138893,CPTI003323,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138893,2138893.png,FBgn0266098,http://flybase.org/reports/FBgn0266098,rg,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,,1269.666667,939.3333333,215,compound eye cone cell differentiation;eye photoreceptor cell development;mushroom body development;neuromuscular junction development;olfactory learning;short-term memory,compound eye cone cell differentiation;eye photoreceptor cell development;mushroom body development;neuromuscular junction development;olfactory learning;short-term memory
2138248,CPTI003339,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138248,2138248.png,FBgn0002645,http://flybase.org/reports/FBgn0002645,Map205,no,no,no,no,no,yes,no,no,no,no,no,no,yes,both,no,both,both,both,no,yes,no,,7320.666667,10182.33333,3276,centrosome cycle;mitotic cell cycle,centrosome cycle;mitotic cell cycle
2138693,CPTI003394,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138693,2138693.png,FBgn0024238,http://flybase.org/reports/FBgn0024238,Fim,no,no,no,no,no,yes,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,6413.666667,7096.333333,2799,actin filament bundle assembly;actin filament network formation,actin filament bundle assembly;actin filament network formation
2138337,CPTI003426,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138337,2138337.png,FBgn0027087,http://flybase.org/reports/FBgn0027087,HisRS,no,no,no,no,no,no,no,no,yes,no,no,no,no,both,no,both,both,both,yes,yes,no,,1599,1077.666667,830,histidyl-tRNA aminoacylation;mitochondrial translation,histidyl-tRNA aminoacylation;mitochondrial translation
2138669,CPTI003490,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138669,2138669.png,FBgn0016797,http://flybase.org/reports/FBgn0016797,fz2,no,no,no,no,no,no,no,no,no,yes,no,no,no,progeny,no,progeny,no,progeny,yes,yes,no,,6687.333333,11375,3917,Wnt signaling pathway;axon extension;axon guidance;canonical Wnt signaling pathway;cardioblast cell fate specification;cell migration;chitin-based larval cuticle pattern formation;female gonad development;germ-line stem-cell niche homeostasis;imaginal disc-derived wing margin morphogenesis;midgut development;motor neuron axon guidance;neuron fate specification;non-canonical Wnt signaling pathway;regulation of hemocyte proliferation;retinal ganglion cell axon guidance;salivary gland morphogenesis;segment polarity determination;synapse organization;synaptic target inhibition,Wnt signaling pathway;axon extension;axon guidance;canonical Wnt signaling pathway;cardioblast cell fate specification;cell migration;chitin-based larval cuticle pattern formation;female gonad development;germ-line stem-cell niche homeostasis;imaginal disc-derived wing margin morphogenesis;midgut development;motor neuron axon guidance;neuron fate specification;non-canonical Wnt signaling pathway;regulation of hemocyte proliferation;retinal ganglion cell axon guidance;salivary gland morphogenesis;segment polarity determination;synapse organization;synaptic target inhibition
2138579,CPTI003501,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138579,2138579.png,FBgn0026259,http://flybase.org/reports/FBgn0026259,eIF5B,no,no,no,no,no,no,no,no,no,no,no,no,no,both,no,no,no,both,yes,yes,no,,4229.666667,3372.666667,1114,translational initiation,translational initiation
2138754,CPTI003522,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138754,2138754.png,FBgn0000183,http://flybase.org/reports/FBgn0000183,BicD,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,,1976,1705,553,RNA transport;cellular macromolecule localization;germarium-derived egg chamber formation;germarium-derived oocyte fate determination;intracellular mRNA localization;mRNA transport;oocyte axis specification;oocyte microtubule cytoskeleton organization;oocyte microtubule cytoskeleton polarization;oocyte nucleus migration involved in oocyte dorsal/ventral axis specification;oogenesis;positive regulation of clathrin-dependent endocytosis;positive regulation of synaptic vesicle exocytosis;regulation of endocytosis;synaptic vesicle endocytosis,RNA transport;cellular macromolecule localization;germarium-derived egg chamber formation;germarium-derived oocyte fate determination;intracellular mRNA localization;mRNA transport;oocyte axis specification;oocyte microtubule cytoskeleton organization;oocyte microtubule cytoskeleton polarization;oocyte nucleus migration involved in oocyte dorsal/ventral axis specification;oogenesis;positive regulation of clathrin-dependent endocytosis;positive regulation of synaptic vesicle exocytosis;regulation of endocytosis;synaptic vesicle endocytosis
2138128,CPTI003532,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138128,2138128.png,FBgn0016685,http://flybase.org/reports/FBgn0016685,Nlp,no,no,no,no,no,no,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,6221.666667,4277.333333,4626,chromatin remodeling;sperm chromatin decondensation,chromatin remodeling;sperm chromatin decondensation
2138519,CPTI003588,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138519,2138519.png,FBgn0004872,http://flybase.org/reports/FBgn0004872,piwi,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,7.333333333,11.66666667,8,"RNA interference;chromatin silencing;female germ-line stem cell asymmetric division;gene silencing by RNA;germ-line stem cell population maintenance;germarium-derived oocyte fate determination;heterochromatin organization involved in chromatin silencing;male germ-line stem cell asymmetric division;negative regulation of transposition;negative regulation of transposition, DNA-mediated;oogenesis;piRNA biosynthetic process;pole cell formation;positive regulation of heterochromatin assembly;positive regulation of methylation-dependent chromatin silencing;positive regulation of nuclear-transcribed mRNA poly(A) tail shortening;posttranscriptional gene silencing;spermatogenesis","RNA interference;chromatin silencing;female germ-line stem cell asymmetric division;gene silencing by RNA;germ-line stem cell population maintenance;germarium-derived oocyte fate determination;heterochromatin organization involved in chromatin silencing;male germ-line stem cell asymmetric division;negative regulation of transposition;negative regulation of transposition, DNA-mediated;oogenesis;piRNA biosynthetic process;pole cell formation;positive regulation of heterochromatin assembly;positive regulation of methylation-dependent chromatin silencing;positive regulation of nuclear-transcribed mRNA poly(A) tail shortening;posttranscriptional gene silencing;spermatogenesis"
2138496,CPTI003598,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138496,2138496.png,FBgn0261238,http://flybase.org/reports/FBgn0261238,Alh,no,no,no,no,no,no,no,no,no,no,no,no,yes,NB,no,both,both,progeny,no,no,no,,10941,6978,7948,"haltere development;instar larval development;larval somatic muscle development;molting cycle, chitin-based cuticle;regulation of transcription, DNA-templated","haltere development;instar larval development;larval somatic muscle development;molting cycle, chitin-based cuticle;regulation of transcription, DNA-templated"
2138393,CPTI003605,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138393,2138393.png,FBgn0261618,http://flybase.org/reports/FBgn0261618,larp,no,no,no,no,no,no,no,no,no,no,no,no,yes,both,no,both,both,both,yes,yes,no,,8241,10719.33333,3960,male meiotic nuclear division;mitochondrion inheritance;spindle assembly involved in male meiosis;syncytial blastoderm mitotic cell cycle,male meiotic nuclear division;mitochondrion inheritance;spindle assembly involved in male meiosis;syncytial blastoderm mitotic cell cycle
2138526,CPTI003669,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138526,2138526.png,FBgn0001215,http://flybase.org/reports/FBgn0001215,Hrb98DE,no,no,no,no,,,no,no,no,no,no,no,yes,both,no,no,no,both,no,no,no,,12741.33333,17446,13716,"compound eye morphogenesis;female germ-line stem cell population maintenance;negative regulation of RNA splicing;oogenesis;positive regulation of mRNA splicing, via spliceosome;positive regulation of translation;regulation of RNA metabolic process;regulation of alternative mRNA splicing, via spliceosome;spermatogenesis","compound eye morphogenesis;female germ-line stem cell population maintenance;negative regulation of RNA splicing;oogenesis;positive regulation of mRNA splicing, via spliceosome;positive regulation of translation;regulation of RNA metabolic process;regulation of alternative mRNA splicing, via spliceosome;spermatogenesis"
2138917,CPTI003684,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138917,2138917.png,FBgn0004177,http://flybase.org/reports/FBgn0004177,mts,no,no,no,no,no,no,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,10357,16701.33333,15652,R7 cell fate commitment;asymmetric neuroblast division;autophagy;centriole replication;centrosome cycle;chromosome segregation;establishment of epithelial cell polarity;microtubule cytoskeleton organization;mitotic cell cycle;negative regulation of hippo signaling;negative regulation of insulin receptor signaling pathway;negative regulation of neuroblast proliferation;negative regulation of protein kinase B signaling;negative regulation of protein phosphorylation;negative regulation of smoothened signaling pathway;oogenesis;positive regulation of canonical Wnt signaling pathway;positive regulation of smoothened signaling pathway;protein dephosphorylation;response to light stimulus;spindle assembly;spindle organization;wing disc dorsal/ventral pattern formation,R7 cell fate commitment;asymmetric neuroblast division;autophagy;centriole replication;centrosome cycle;chromosome segregation;establishment of epithelial cell polarity;microtubule cytoskeleton organization;mitotic cell cycle;negative regulation of hippo signaling;negative regulation of insulin receptor signaling pathway;negative regulation of neuroblast proliferation;negative regulation of protein kinase B signaling;negative regulation of protein phosphorylation;negative regulation of smoothened signaling pathway;oogenesis;positive regulation of canonical Wnt signaling pathway;positive regulation of smoothened signaling pathway;protein dephosphorylation;response to light stimulus;spindle assembly;spindle organization;wing disc dorsal/ventral pattern formation
2138849,CPTI003733,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138849,2138849.png,FBgn0000053,http://flybase.org/reports/FBgn0000053,ade3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1,831,439.6666667,181,'de novo' IMP biosynthetic process;adenine biosynthetic process;purine nucleobase biosynthetic process;purine nucleotide biosynthetic process,'de novo' IMP biosynthetic process;adenine biosynthetic process;purine nucleobase biosynthetic process;purine nucleotide biosynthetic process
2138366,CPTI003745,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138366,2138366.png,FBgn0001235,http://flybase.org/reports/FBgn0001235,hth,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,progeny,no,progeny,progeny,progeny,yes,yes,no,,10514,30259,57264,"Malpighian tubule development;brain development;compound eye development;compound eye photoreceptor fate commitment;eye development;haltere morphogenesis;head morphogenesis;imaginal disc-derived leg morphogenesis;imaginal disc-derived wing morphogenesis;leg disc proximal/distal pattern formation;oenocyte differentiation;peripheral nervous system development;positive regulation of cell proliferation involved in compound eye morphogenesis;positive regulation of transcription by RNA polymerase II;protein localization to nucleus;proximal/distal pattern formation;regulation of cell fate specification;regulation of neuron differentiation;regulation of transcription by RNA polymerase II;salivary gland boundary specification;segmentation;somatic muscle development;specification of animal organ identity;specification of segmental identity, antennal segment;specification of segmental identity, head","Malpighian tubule development;brain development;compound eye development;compound eye photoreceptor fate commitment;eye development;haltere morphogenesis;head morphogenesis;imaginal disc-derived leg morphogenesis;imaginal disc-derived wing morphogenesis;leg disc proximal/distal pattern formation;oenocyte differentiation;peripheral nervous system development;positive regulation of cell proliferation involved in compound eye morphogenesis;positive regulation of transcription by RNA polymerase II;protein localization to nucleus;proximal/distal pattern formation;regulation of cell fate specification;regulation of neuron differentiation;regulation of transcription by RNA polymerase II;salivary gland boundary specification;segmentation;somatic muscle development;specification of animal organ identity;specification of segmental identity, antennal segment;specification of segmental identity, head"
2138840,CPTI003785,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138840,2138840.png,FBgn0011817,http://flybase.org/reports/FBgn0011817,nmo,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,both,no,both,both,both,yes,yes,no,,13249.66667,44214.66667,20319,compound eye development;establishment of planar polarity;gravitaxis;imaginal disc-derived wing morphogenesis;imaginal disc-derived wing vein specification;intracellular signal transduction;negative regulation of canonical Wnt signaling pathway;ommatidial rotation;positive regulation of synaptic growth at neuromuscular junction;protein autophosphorylation;regulation of gene expression;wing disc dorsal/ventral pattern formation,compound eye development;establishment of planar polarity;gravitaxis;imaginal disc-derived wing morphogenesis;imaginal disc-derived wing vein specification;intracellular signal transduction;negative regulation of canonical Wnt signaling pathway;ommatidial rotation;positive regulation of synaptic growth at neuromuscular junction;protein autophosphorylation;regulation of gene expression;wing disc dorsal/ventral pattern formation
2138814,CPTI003806,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138814,2138814.png,FBgn0030870,http://flybase.org/reports/FBgn0030870,CG6398,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,,170,84,78,establishment of glial blood-brain barrier,establishment of glial blood-brain barrier
